User_ID,Age,Education,Occupation,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities,Gender_male,Gender_non-binary,Primary_App_Hinge,Primary_App_OkCupid,Primary_App_Tinder,Primary_App_Unknown,Location_Chennai,Location_Delhi,Location_Hyderabad,Location_Kolkata,Location_Mumbai,Location_Pune,Reason_for_Using_Casual Fun,Reason_for_Using_Finding a Partner,Reason_for_Using_Social Interaction,Active_App_Count
258,0.8571428571428572,Graduate,Freelancer,Hinge,Monthly,0.2,4,Time-Wasting,Location-Based Matching,Text,Values > Personality > Appearance,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1
259,0.1428571428571428,Graduate,Freelancer,OkCupid,Daily,0.2,1,Safety Concerns,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
260,0.7142857142857144,Undergraduate,Intern,Bumble,Daily,0.0,2,Time-Wasting,Video Calls,Voice Notes,Appearance > Interests > Personality,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1
261,0.0,Undergraduate,Full-time Job,Unknown,Monthly,0.2,5,Unknown,Location-Based Matching,Video Calls,Personality > Interests > Values,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1
262,0.5714285714285716,Undergraduate,Full-time Job,Bumble,Weekly,0.2,3,Safety Concerns,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1
263,0.4285714285714288,Postgraduate,Full-time Job,OkCupid,Monthly,0.2,4,Lack of Genuine Matches,Location-Based Matching,Text,Appearance > Interests > Personality,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,1
264,1.0,Undergraduate,Intern,Tinder,Daily,0.6000000000000001,4,Safety Concerns,Audio Calls,Video Calls,Personality > Interests > Values,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1
265,0.7142857142857144,Graduate,Freelancer,Bumble,Weekly,0.2,3,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,1
266,1.0,Graduate,Freelancer,Unknown,Daily,0.0,5,Unknown,Audio Calls,Voice Notes,Values > Personality > Appearance,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1
267,0.1428571428571428,Graduate,Intern,Unknown,Weekly,0.2,1,Time-Wasting,Video Calls,Voice Notes,Personality > Interests > Values,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1
268,1.0,Graduate,Student,Unknown,Weekly,0.2,3,Time-Wasting,Detailed Profiles,Video Calls,Appearance > Interests > Personality,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,1
269,0.1428571428571428,Graduate,Part-time Job,Hinge,Weekly,0.0,3,Safety Concerns,Video Calls,Text,Personality > Interests > Values,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,1
270,0.1428571428571428,Undergraduate,Full-time Job,Bumble,Weekly,0.2,4,Safety Concerns,Detailed Profiles,Voice Notes,Values > Personality > Appearance,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
271,0.7142857142857144,Graduate,Part-time Job,Hinge,Weekly,1.0000000000000002,1,Safety Concerns,Video Calls,Video Calls,Appearance > Interests > Personality,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1
272,0.0,Undergraduate,Student,OkCupid,Weekly,0.6000000000000001,1,Lack of Genuine Matches,Audio Calls,Video Calls,Appearance > Interests > Personality,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,1
273,0.1428571428571428,Postgraduate,Full-time Job,Tinder,Monthly,0.2,5,Lack of Genuine Matches,Location-Based Matching,Text,Appearance > Interests > Personality,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,1
274,0.2857142857142856,Postgraduate,Intern,Tinder,Weekly,0.0,1,Unknown,Detailed Profiles,Video Calls,Personality > Interests > Values,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,1
275,0.0,Postgraduate,Part-time Job,Unknown,Monthly,0.2,3,Lack of Genuine Matches,Video Calls,Video Calls,Values > Personality > Appearance,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1
276,0.8571428571428572,Graduate,Intern,OkCupid,Daily,0.6000000000000001,3,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1
277,0.7142857142857144,Undergraduate,Full-time Job,Tinder,Daily,1.0000000000000002,2,Unknown,Audio Calls,Text,Personality > Interests > Values,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,1
278,0.2857142857142856,Postgraduate,Intern,Bumble,Monthly,0.2,1,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,1
279,0.0,Undergraduate,Intern,Hinge,Weekly,0.2,4,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,1
280,0.1428571428571428,Graduate,Part-time Job,Unknown,Monthly,1.0000000000000002,4,Safety Concerns,Detailed Profiles,Video Calls,Personality > Interests > Values,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
281,0.1428571428571428,Undergraduate,Full-time Job,Unknown,Weekly,0.2,5,Time-Wasting,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,1
282,0.4285714285714288,Postgraduate,Freelancer,Unknown,Monthly,1.0000000000000002,1,Unknown,Audio Calls,Voice Notes,Personality > Interests > Values,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
283,0.7142857142857144,Postgraduate,Student,Tinder,Monthly,1.0000000000000002,3,Lack of Genuine Matches,Location-Based Matching,Video Calls,Appearance > Interests > Personality,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,1
284,0.8571428571428572,Postgraduate,Student,Hinge,Daily,0.2,4,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
285,0.5714285714285716,Postgraduate,Full-time Job,Hinge,Daily,0.0,4,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,1
286,0.2857142857142856,Postgraduate,Part-time Job,OkCupid,Daily,0.0,2,Unknown,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1
287,0.5714285714285716,Graduate,Full-time Job,Unknown,Weekly,1.0000000000000002,4,Safety Concerns,AI Recommendations,Text,Personality > Interests > Values,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1
288,0.0,Postgraduate,Intern,Unknown,Monthly,0.0,3,Unknown,Detailed Profiles,Video Calls,Appearance > Interests > Personality,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,1
289,0.7142857142857144,Undergraduate,Full-time Job,Bumble,Weekly,0.2,1,Unknown,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,1
290,0.0,Undergraduate,Student,OkCupid,Weekly,0.2,4,Safety Concerns,Video Calls,Video Calls,Personality > Interests > Values,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,1
291,1.0,Postgraduate,Full-time Job,Unknown,Daily,1.0000000000000002,2,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
292,0.4285714285714288,Postgraduate,Student,OkCupid,Monthly,0.2,4,Unknown,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,1
293,0.5714285714285716,Postgraduate,Intern,Unknown,Daily,0.2,5,Lack of Genuine Matches,AI Recommendations,Voice Notes,Appearance > Interests > Personality,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,1
294,0.7142857142857144,Undergraduate,Freelancer,Unknown,Monthly,0.2,1,Safety Concerns,Location-Based Matching,Video Calls,Personality > Interests > Values,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1
295,0.7142857142857144,Undergraduate,Part-time Job,Unknown,Monthly,1.0000000000000002,4,Unknown,Video Calls,Text,Personality > Interests > Values,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1
296,0.0,Postgraduate,Intern,Tinder,Weekly,1.0000000000000002,4,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
297,0.8571428571428572,Postgraduate,Freelancer,Tinder,Weekly,1.0000000000000002,4,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1
298,0.1428571428571428,Undergraduate,Freelancer,Hinge,Monthly,0.2,5,Time-Wasting,AI Recommendations,Video Calls,Appearance > Interests > Personality,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
299,0.5714285714285716,Undergraduate,Intern,OkCupid,Daily,0.2,5,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1
300,0.4285714285714288,Postgraduate,Student,Bumble,Monthly,0.2,3,Time-Wasting,Detailed Profiles,Text,Values > Personality > Appearance,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1
301,0.7142857142857144,Postgraduate,Part-time Job,Unknown,Daily,1.0000000000000002,3,Lack of Genuine Matches,AI Recommendations,Voice Notes,Appearance > Interests > Personality,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1
302,1.0,Undergraduate,Full-time Job,Tinder,Monthly,0.2,2,Unknown,Video Calls,Video Calls,Personality > Interests > Values,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1
303,0.1428571428571428,Graduate,Full-time Job,OkCupid,Daily,0.0,1,Safety Concerns,Audio Calls,Video Calls,Appearance > Interests > Personality,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,1
304,0.7142857142857144,Graduate,Part-time Job,Unknown,Weekly,0.2,3,Safety Concerns,Video Calls,Video Calls,Personality > Interests > Values,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
305,0.2857142857142856,Graduate,Freelancer,OkCupid,Daily,0.2,2,Safety Concerns,Video Calls,Voice Notes,Personality > Interests > Values,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,1
306,0.1428571428571428,Undergraduate,Full-time Job,Tinder,Weekly,0.2,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance > Interests > Personality,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1
307,0.2857142857142856,Postgraduate,Full-time Job,Bumble,Weekly,1.0000000000000002,2,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1
308,0.0,Graduate,Student,Hinge,Monthly,0.2,3,Lack of Genuine Matches,Location-Based Matching,Text,Values > Personality > Appearance,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1
309,0.5714285714285716,Postgraduate,Student,Hinge,Monthly,0.2,2,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality > Interests > Values,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1
310,0.0,Graduate,Freelancer,Tinder,Daily,1.0000000000000002,2,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,1
311,1.0,Undergraduate,Freelancer,Unknown,Monthly,0.0,3,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,1
312,0.7142857142857144,Postgraduate,Full-time Job,Hinge,Daily,0.2,1,Time-Wasting,Video Calls,Voice Notes,Appearance > Interests > Personality,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1
313,0.7142857142857144,Graduate,Student,Bumble,Daily,0.6000000000000001,1,Unknown,Audio Calls,Voice Notes,Personality > Interests > Values,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,1
314,0.4285714285714288,Graduate,Full-time Job,Bumble,Weekly,0.0,3,Safety Concerns,AI Recommendations,Video Calls,Personality > Interests > Values,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,1
315,0.7142857142857144,Undergraduate,Intern,Unknown,Weekly,0.2,2,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
316,0.8571428571428572,Graduate,Freelancer,Unknown,Daily,0.6000000000000001,1,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,1
317,0.4285714285714288,Undergraduate,Student,Hinge,Weekly,0.6000000000000001,3,Lack of Genuine Matches,Video Calls,Voice Notes,Personality > Interests > Values,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
318,0.2857142857142856,Undergraduate,Student,OkCupid,Daily,0.2,1,Unknown,Video Calls,Video Calls,Personality > Interests > Values,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,1
319,0.8571428571428572,Postgraduate,Freelancer,Hinge,Weekly,0.6000000000000001,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
320,0.2857142857142856,Postgraduate,Freelancer,Hinge,Weekly,0.6000000000000001,1,Unknown,Video Calls,Text,Personality > Interests > Values,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
321,0.1428571428571428,Undergraduate,Full-time Job,Bumble,Daily,0.6000000000000001,5,Safety Concerns,Video Calls,Video Calls,Appearance > Interests > Personality,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
322,0.2857142857142856,Postgraduate,Part-time Job,Tinder,Daily,0.2,2,Unknown,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1
323,1.0,Undergraduate,Part-time Job,Bumble,Daily,0.0,3,Unknown,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1
324,0.5714285714285716,Postgraduate,Freelancer,Bumble,Weekly,0.0,3,Time-Wasting,Location-Based Matching,Video Calls,Personality > Interests > Values,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,1
325,0.2857142857142856,Postgraduate,Full-time Job,Bumble,Weekly,1.0000000000000002,4,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
326,0.2857142857142856,Undergraduate,Part-time Job,Unknown,Daily,0.2,5,Time-Wasting,Video Calls,Text,Appearance > Interests > Personality,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
327,0.1428571428571428,Graduate,Part-time Job,Unknown,Monthly,0.2,4,Unknown,Video Calls,Text,Personality > Interests > Values,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,1
328,0.5714285714285716,Postgraduate,Student,Tinder,Monthly,0.6000000000000001,2,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1
329,0.4285714285714288,Postgraduate,Freelancer,OkCupid,Monthly,0.2,5,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1
330,1.0,Graduate,Intern,Hinge,Weekly,0.6000000000000001,2,Lack of Genuine Matches,Video Calls,Voice Notes,Values > Personality > Appearance,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,1
331,1.0,Postgraduate,Freelancer,Unknown,Monthly,1.0000000000000002,5,Unknown,Audio Calls,Text,Appearance > Interests > Personality,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
332,1.0,Graduate,Full-time Job,Unknown,Monthly,0.0,5,Unknown,Detailed Profiles,Voice Notes,Personality > Interests > Values,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1
333,0.8571428571428572,Graduate,Intern,OkCupid,Weekly,0.0,5,Safety Concerns,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,1
334,0.2857142857142856,Postgraduate,Intern,Unknown,Daily,0.2,1,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1
335,0.2857142857142856,Graduate,Full-time Job,Hinge,Monthly,0.2,4,Time-Wasting,Detailed Profiles,Video Calls,Appearance > Interests > Personality,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1
336,0.2857142857142856,Undergraduate,Student,Tinder,Weekly,1.0000000000000002,2,Safety Concerns,Detailed Profiles,Voice Notes,Personality > Interests > Values,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,1
337,0.8571428571428572,Graduate,Student,Bumble,Monthly,0.6000000000000001,1,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1
338,0.7142857142857144,Undergraduate,Freelancer,OkCupid,Daily,1.0000000000000002,4,Unknown,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,1
339,0.8571428571428572,Postgraduate,Part-time Job,Unknown,Monthly,1.0000000000000002,3,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,1
340,0.4285714285714288,Postgraduate,Student,Bumble,Monthly,0.6000000000000001,4,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,1
341,0.1428571428571428,Undergraduate,Freelancer,Tinder,Weekly,0.2,1,Lack of Genuine Matches,Location-Based Matching,Text,Personality > Interests > Values,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,1
342,0.7142857142857144,Graduate,Part-time Job,Hinge,Daily,0.2,1,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,1
343,0.0,Postgraduate,Freelancer,Bumble,Daily,0.6000000000000001,4,Unknown,Video Calls,Video Calls,Personality > Interests > Values,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
344,0.2857142857142856,Graduate,Student,Hinge,Daily,1.0000000000000002,2,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1
345,1.0,Postgraduate,Freelancer,Bumble,Monthly,0.6000000000000001,1,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,1
346,0.8571428571428572,Postgraduate,Intern,Unknown,Daily,0.2,3,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1
347,0.5714285714285716,Undergraduate,Full-time Job,Bumble,Daily,0.2,5,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1
348,0.5714285714285716,Graduate,Full-time Job,OkCupid,Monthly,0.6000000000000001,5,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,1
349,0.0,Undergraduate,Intern,Hinge,Monthly,0.2,3,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
350,0.4285714285714288,Graduate,Intern,Bumble,Weekly,0.2,4,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,1
351,0.2857142857142856,Undergraduate,Freelancer,Unknown,Monthly,0.0,5,Time-Wasting,Audio Calls,Text,Appearance > Interests > Personality,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,1
352,0.7142857142857144,Postgraduate,Freelancer,Hinge,Daily,0.0,4,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1
353,0.0,Postgraduate,Student,Bumble,Daily,0.6000000000000001,1,Time-Wasting,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,1
354,1.0,Postgraduate,Student,Unknown,Monthly,0.0,3,Safety Concerns,AI Recommendations,Text,Values > Personality > Appearance,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1
355,0.8571428571428572,Postgraduate,Intern,Hinge,Daily,0.2,1,Unknown,AI Recommendations,Text,Appearance > Interests > Personality,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1
356,0.4285714285714288,Graduate,Student,Hinge,Daily,1.0000000000000002,1,Time-Wasting,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,1
357,0.7142857142857144,Undergraduate,Full-time Job,Tinder,Daily,0.2,2,Lack of Genuine Matches,Location-Based Matching,Text,Appearance > Interests > Personality,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1
358,1.0,Undergraduate,Freelancer,OkCupid,Daily,1.0000000000000002,5,Safety Concerns,Audio Calls,Text,Personality > Interests > Values,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
359,0.0,Undergraduate,Part-time Job,Unknown,Weekly,0.0,5,Unknown,AI Recommendations,Text,Appearance > Interests > Personality,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1
360,0.8571428571428572,Postgraduate,Freelancer,Unknown,Weekly,0.6000000000000001,5,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,1
361,0.5714285714285716,Undergraduate,Student,Hinge,Weekly,0.2,2,Safety Concerns,Detailed Profiles,Voice Notes,Values > Personality > Appearance,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,1
362,0.5714285714285716,Postgraduate,Student,Tinder,Weekly,0.0,4,Time-Wasting,Audio Calls,Video Calls,Personality > Interests > Values,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,1
363,1.0,Undergraduate,Full-time Job,Unknown,Daily,0.6000000000000001,1,Safety Concerns,Audio Calls,Video Calls,Values > Personality > Appearance,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,1
364,0.8571428571428572,Graduate,Freelancer,Hinge,Monthly,0.2,2,Lack of Genuine Matches,AI Recommendations,Text,Values > Personality > Appearance,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1
365,0.7142857142857144,Graduate,Student,Unknown,Daily,0.6000000000000001,5,Time-Wasting,Audio Calls,Text,Appearance > Interests > Personality,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,1
366,0.7142857142857144,Graduate,Part-time Job,Unknown,Weekly,0.2,5,Unknown,Audio Calls,Text,Values > Personality > Appearance,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1
367,0.0,Undergraduate,Intern,Tinder,Daily,0.2,4,Unknown,Video Calls,Video Calls,Personality > Interests > Values,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
368,0.7142857142857144,Postgraduate,Freelancer,Unknown,Monthly,0.2,1,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,1
369,0.1428571428571428,Graduate,Student,Unknown,Daily,0.2,2,Unknown,Location-Based Matching,Voice Notes,Values > Personality > Appearance,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
370,0.8571428571428572,Graduate,Freelancer,Bumble,Daily,0.6000000000000001,5,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
371,0.7142857142857144,Undergraduate,Student,Hinge,Daily,0.2,5,Unknown,Video Calls,Text,Appearance > Interests > Personality,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,1
372,0.2857142857142856,Undergraduate,Full-time Job,OkCupid,Weekly,0.2,3,Time-Wasting,Detailed Profiles,Text,Values > Personality > Appearance,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
373,0.4285714285714288,Postgraduate,Full-time Job,Unknown,Monthly,0.2,2,Time-Wasting,AI Recommendations,Voice Notes,Appearance > Interests > Personality,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
374,0.2857142857142856,Undergraduate,Student,Unknown,Monthly,0.6000000000000001,5,Time-Wasting,AI Recommendations,Video Calls,Appearance > Interests > Personality,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,1
375,0.5714285714285716,Postgraduate,Student,Unknown,Weekly,0.2,5,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
376,0.7142857142857144,Undergraduate,Intern,Hinge,Weekly,0.2,2,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,1
377,0.4285714285714288,Graduate,Full-time Job,Unknown,Daily,1.0000000000000002,2,Unknown,Audio Calls,Video Calls,Appearance > Interests > Personality,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
378,0.4285714285714288,Undergraduate,Full-time Job,Unknown,Weekly,0.0,5,Unknown,Location-Based Matching,Video Calls,Values > Personality > Appearance,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,1
379,0.8571428571428572,Graduate,Part-time Job,Tinder,Daily,0.2,2,Time-Wasting,Video Calls,Text,Personality > Interests > Values,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,1
380,0.8571428571428572,Postgraduate,Intern,Bumble,Daily,0.2,3,Safety Concerns,Video Calls,Voice Notes,Values > Personality > Appearance,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,1
381,0.0,Graduate,Full-time Job,OkCupid,Daily,0.6000000000000001,1,Safety Concerns,Detailed Profiles,Video Calls,Personality > Interests > Values,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,1
382,0.2857142857142856,Postgraduate,Student,Tinder,Monthly,0.2,3,Unknown,Audio Calls,Video Calls,Personality > Interests > Values,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,1
383,0.7142857142857144,Postgraduate,Intern,Unknown,Weekly,0.0,4,Lack of Genuine Matches,Audio Calls,Text,Appearance > Interests > Personality,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,1
384,0.5714285714285716,Undergraduate,Student,Hinge,Monthly,0.2,4,Safety Concerns,Audio Calls,Voice Notes,Personality > Interests > Values,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
385,0.1428571428571428,Postgraduate,Intern,Hinge,Daily,0.0,5,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,1
386,0.0,Postgraduate,Student,Unknown,Monthly,0.6000000000000001,3,Time-Wasting,Location-Based Matching,Video Calls,Values > Personality > Appearance,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1
387,1.0,Postgraduate,Full-time Job,Tinder,Daily,0.2,5,Safety Concerns,Audio Calls,Voice Notes,Values > Personality > Appearance,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,1
388,0.0,Postgraduate,Intern,OkCupid,Monthly,1.0000000000000002,5,Lack of Genuine Matches,Video Calls,Voice Notes,Values > Personality > Appearance,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,1
