User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities,Multiple_Apps
301,23,male,Delhi,Postgraduate,Part-time Job,Unknown,Unknown,Daily,3 hours,Finding a Partner,3,Lack of Genuine Matches,AI Recommendations,Voice Notes,Appearance > Interests > Personality,Yes
302,25,male,Hyderabad,Undergraduate,Full-time Job,Unknown,Tinder,Monthly,1 hour,Casual Fun,2,Unknown,Video Calls,Video Calls,Personality > Interests > Values,Yes
303,19,non-binary,Hyderabad,Graduate,Full-time Job,Tinder,OkCupid,Daily,30 minutes,Social Interaction,1,Safety Concerns,Audio Calls,Video Calls,Appearance > Interests > Personality,Yes
304,23,female,Chennai,Graduate,Part-time Job,Bumble,Unknown,Weekly,1 hour,Social Interaction,3,Safety Concerns,Video Calls,Video Calls,Personality > Interests > Values,Yes
305,20,female,Mumbai,Graduate,Freelancer,Hinge,OkCupid,Daily,1.5 hours,Social Interaction,2,Safety Concerns,Video Calls,Voice Notes,Personality > Interests > Values,Yes
306,19,male,Mumbai,Undergraduate,Full-time Job,Unknown,Tinder,Weekly,1.5 hours,Finding a Partner,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance > Interests > Personality,Yes
307,20,female,Kolkata,Postgraduate,Full-time Job,OkCupid,Bumble,Weekly,3 hours,Casual Fun,2,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality,Yes
308,18,male,Pune,Graduate,Student,Unknown,Hinge,Monthly,1 hour,Casual Dating,3,Lack of Genuine Matches,Location-Based Matching,Text,Values > Personality > Appearance,Yes
309,22,non-binary,Mumbai,Postgraduate,Student,Tinder,Hinge,Monthly,1.5 hours,Social Interaction,2,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality > Interests > Values,Yes
310,18,female,Mumbai,Graduate,Freelancer,OkCupid,Tinder,Daily,3 hours,Finding a Partner,2,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values,Yes
311,25,non-binary,Kolkata,Undergraduate,Freelancer,Bumble,Unknown,Monthly,30 minutes,Casual Fun,3,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,Yes
312,23,male,Delhi,Postgraduate,Full-time Job,OkCupid,Hinge,Daily,1.5 hours,Casual Fun,1,Time-Wasting,Video Calls,Voice Notes,Appearance > Interests > Personality,Yes
313,23,female,Pune,Graduate,Student,Unknown,Bumble,Daily,2 hours,Finding a Partner,1,Unknown,Audio Calls,Voice Notes,Personality > Interests > Values,Yes
314,21,non-binary,Kolkata,Graduate,Full-time Job,OkCupid,Bumble,Weekly,30 minutes,Casual Dating,3,Safety Concerns,AI Recommendations,Video Calls,Personality > Interests > Values,Yes
315,23,female,Delhi,Undergraduate,Intern,Bumble,Unknown,Weekly,1 hour,Casual Dating,2,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values,Yes
316,24,female,Kolkata,Graduate,Freelancer,Hinge,Unknown,Daily,2 hours,Finding a Partner,1,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,Yes
317,21,male,Kolkata,Undergraduate,Student,Bumble,Hinge,Weekly,2 hours,Casual Dating,3,Lack of Genuine Matches,Video Calls,Voice Notes,Personality > Interests > Values,Yes
318,20,non-binary,Mumbai,Undergraduate,Student,OkCupid,OkCupid,Daily,1.5 hours,Social Interaction,1,Unknown,Video Calls,Video Calls,Personality > Interests > Values,Yes
319,24,male,Pune,Postgraduate,Freelancer,Hinge,Hinge,Weekly,2 hours,Casual Dating,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance,Yes
320,20,female,Kolkata,Postgraduate,Freelancer,Bumble,Hinge,Weekly,2 hours,Finding a Partner,1,Unknown,Video Calls,Text,Personality > Interests > Values,Yes
321,19,female,Mumbai,Undergraduate,Full-time Job,OkCupid,Bumble,Daily,2 hours,Casual Dating,5,Safety Concerns,Video Calls,Video Calls,Appearance > Interests > Personality,Yes
322,20,female,Chennai,Postgraduate,Part-time Job,Unknown,Tinder,Daily,1.5 hours,Casual Dating,2,Unknown,Location-Based Matching,Voice Notes,Values > Personality > Appearance,Yes
323,25,female,Delhi,Undergraduate,Part-time Job,Unknown,Bumble,Daily,30 minutes,Casual Dating,3,Unknown,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,Yes
324,22,non-binary,Pune,Postgraduate,Freelancer,Hinge,Bumble,Weekly,30 minutes,Finding a Partner,3,Time-Wasting,Location-Based Matching,Video Calls,Personality > Interests > Values,Yes
325,20,female,Bangalore,Postgraduate,Full-time Job,Bumble,Bumble,Weekly,3 hours,Casual Dating,4,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,Yes
326,20,female,Bangalore,Undergraduate,Part-time Job,OkCupid,Unknown,Daily,1.5 hours,Casual Fun,5,Time-Wasting,Video Calls,Text,Appearance > Interests > Personality,Yes
327,19,female,Kolkata,Graduate,Part-time Job,Hinge,Unknown,Monthly,1 hour,Finding a Partner,4,Unknown,Video Calls,Text,Personality > Interests > Values,Yes
328,22,male,Pune,Postgraduate,Student,Tinder,Tinder,Monthly,2 hours,Casual Dating,2,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,Yes
329,21,female,Kolkata,Postgraduate,Freelancer,Unknown,OkCupid,Monthly,1 hour,Finding a Partner,5,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,Yes
330,25,non-binary,Pune,Graduate,Intern,Hinge,Hinge,Weekly,2 hours,Finding a Partner,2,Lack of Genuine Matches,Video Calls,Voice Notes,Values > Personality > Appearance,Yes
331,25,female,Bangalore,Postgraduate,Freelancer,OkCupid,Unknown,Monthly,3 hours,Casual Fun,5,Unknown,Audio Calls,Text,Appearance > Interests > Personality,Yes
332,25,male,Chennai,Graduate,Full-time Job,Tinder,Unknown,Monthly,30 minutes,Finding a Partner,5,Unknown,Detailed Profiles,Voice Notes,Personality > Interests > Values,Yes
333,24,non-binary,Delhi,Graduate,Intern,Tinder,OkCupid,Weekly,30 minutes,Social Interaction,5,Safety Concerns,AI Recommendations,Voice Notes,Values > Personality > Appearance,Yes
334,20,female,Delhi,Postgraduate,Intern,Unknown,Unknown,Daily,1.5 hours,Casual Dating,1,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,Yes
335,20,female,Hyderabad,Graduate,Full-time Job,Hinge,Hinge,Monthly,1.5 hours,Casual Dating,4,Time-Wasting,Detailed Profiles,Video Calls,Appearance > Interests > Personality,Yes
336,20,non-binary,Hyderabad,Undergraduate,Student,Tinder,Tinder,Weekly,3 hours,Casual Dating,2,Safety Concerns,Detailed Profiles,Voice Notes,Personality > Interests > Values,Yes
337,24,male,Kolkata,Graduate,Student,Hinge,Bumble,Monthly,2 hours,Casual Dating,1,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,Yes
338,23,non-binary,Delhi,Undergraduate,Freelancer,Hinge,OkCupid,Daily,3 hours,Social Interaction,4,Unknown,Location-Based Matching,Voice Notes,Values > Personality > Appearance,Yes
339,24,non-binary,Pune,Postgraduate,Part-time Job,Hinge,Unknown,Monthly,3 hours,Casual Dating,3,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,Yes
340,21,non-binary,Delhi,Postgraduate,Student,Unknown,Bumble,Monthly,2 hours,Finding a Partner,4,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance,Yes
341,19,non-binary,Kolkata,Undergraduate,Freelancer,Hinge,Tinder,Weekly,1.5 hours,Social Interaction,1,Lack of Genuine Matches,Location-Based Matching,Text,Personality > Interests > Values,Yes
342,23,non-binary,Hyderabad,Graduate,Part-time Job,Unknown,Hinge,Daily,1.5 hours,Finding a Partner,1,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance,Yes
343,18,female,Mumbai,Postgraduate,Freelancer,OkCupid,Bumble,Daily,2 hours,Casual Dating,4,Unknown,Video Calls,Video Calls,Personality > Interests > Values,Yes
344,20,male,Bangalore,Graduate,Student,Hinge,Hinge,Daily,3 hours,Finding a Partner,2,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,Yes
345,25,female,Pune,Postgraduate,Freelancer,Hinge,Bumble,Monthly,2 hours,Casual Fun,1,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values,Yes
346,24,male,Pune,Postgraduate,Intern,OkCupid,Unknown,Daily,1 hour,Social Interaction,3,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,Yes
347,22,female,Pune,Undergraduate,Full-time Job,Bumble,Bumble,Daily,1 hour,Casual Fun,5,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance,Yes
348,22,female,Pune,Graduate,Full-time Job,Unknown,OkCupid,Monthly,2 hours,Casual Fun,5,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance,Yes
349,18,male,Delhi,Undergraduate,Intern,Bumble,Hinge,Monthly,1.5 hours,Social Interaction,3,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality,Yes
350,21,male,Mumbai,Graduate,Intern,Unknown,Bumble,Weekly,1.5 hours,Social Interaction,4,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance,Yes
351,20,male,Kolkata,Undergraduate,Freelancer,Hinge,Unknown,Monthly,30 minutes,Casual Fun,5,Time-Wasting,Audio Calls,Text,Appearance > Interests > Personality,Yes
352,23,male,Mumbai,Postgraduate,Freelancer,Tinder,Hinge,Daily,30 minutes,Casual Fun,4,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,Yes
353,18,female,Kolkata,Postgraduate,Student,Tinder,Bumble,Daily,2 hours,Casual Fun,1,Time-Wasting,Location-Based Matching,Voice Notes,Values > Personality > Appearance,Yes
354,25,non-binary,Bangalore,Postgraduate,Student,Unknown,Unknown,Monthly,30 minutes,Casual Dating,3,Safety Concerns,AI Recommendations,Text,Values > Personality > Appearance,Yes
355,24,non-binary,Bangalore,Postgraduate,Intern,Unknown,Hinge,Daily,1 hour,Social Interaction,1,Unknown,AI Recommendations,Text,Appearance > Interests > Personality,Yes
356,21,non-binary,Hyderabad,Graduate,Student,Unknown,Hinge,Daily,3 hours,Social Interaction,1,Time-Wasting,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,Yes
357,23,non-binary,Mumbai,Undergraduate,Full-time Job,Bumble,Tinder,Daily,1 hour,Casual Fun,2,Lack of Genuine Matches,Location-Based Matching,Text,Appearance > Interests > Personality,Yes
358,25,female,Kolkata,Undergraduate,Freelancer,Bumble,OkCupid,Daily,3 hours,Casual Fun,5,Safety Concerns,Audio Calls,Text,Personality > Interests > Values,Yes
359,18,female,Mumbai,Undergraduate,Part-time Job,Unknown,Unknown,Weekly,30 minutes,Finding a Partner,5,Unknown,AI Recommendations,Text,Appearance > Interests > Personality,Yes
360,24,female,Pune,Postgraduate,Freelancer,Tinder,Unknown,Weekly,2 hours,Casual Fun,5,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values,Yes
361,22,non-binary,Chennai,Undergraduate,Student,Unknown,Hinge,Weekly,1 hour,Casual Fun,2,Safety Concerns,Detailed Profiles,Voice Notes,Values > Personality > Appearance,Yes
362,22,male,Kolkata,Postgraduate,Student,Tinder,Tinder,Weekly,30 minutes,Social Interaction,4,Time-Wasting,Audio Calls,Video Calls,Personality > Interests > Values,Yes
363,25,male,Pune,Undergraduate,Full-time Job,Unknown,Unknown,Daily,2 hours,Casual Fun,1,Safety Concerns,Audio Calls,Video Calls,Values > Personality > Appearance,Yes
364,24,female,Hyderabad,Graduate,Freelancer,OkCupid,Hinge,Monthly,1.5 hours,Social Interaction,2,Lack of Genuine Matches,AI Recommendations,Text,Values > Personality > Appearance,Yes
365,23,non-binary,Chennai,Graduate,Student,Unknown,Unknown,Daily,2 hours,Finding a Partner,5,Time-Wasting,Audio Calls,Text,Appearance > Interests > Personality,Yes
366,23,female,Hyderabad,Graduate,Part-time Job,Tinder,Unknown,Weekly,1.5 hours,Casual Dating,5,Unknown,Audio Calls,Text,Values > Personality > Appearance,Yes
367,18,female,Mumbai,Undergraduate,Intern,Bumble,Tinder,Daily,1.5 hours,Casual Dating,4,Unknown,Video Calls,Video Calls,Personality > Interests > Values,Yes
368,23,non-binary,Delhi,Postgraduate,Freelancer,Hinge,Unknown,Monthly,1.5 hours,Finding a Partner,1,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,Yes
369,19,male,Bangalore,Graduate,Student,Unknown,Unknown,Daily,1 hour,Casual Fun,2,Unknown,Location-Based Matching,Voice Notes,Values > Personality > Appearance,Yes
370,24,female,Bangalore,Graduate,Freelancer,Unknown,Bumble,Daily,2 hours,Casual Fun,5,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,Yes
371,23,female,Chennai,Undergraduate,Student,Unknown,Hinge,Daily,1 hour,Social Interaction,5,Unknown,Video Calls,Text,Appearance > Interests > Personality,Yes
372,20,female,Kolkata,Undergraduate,Full-time Job,Bumble,OkCupid,Weekly,1 hour,Casual Fun,3,Time-Wasting,Detailed Profiles,Text,Values > Personality > Appearance,Yes
373,21,male,Hyderabad,Postgraduate,Full-time Job,Bumble,Unknown,Monthly,1 hour,Casual Dating,2,Time-Wasting,AI Recommendations,Voice Notes,Appearance > Interests > Personality,Yes
374,20,female,Chennai,Undergraduate,Student,Unknown,Unknown,Monthly,2 hours,Social Interaction,5,Time-Wasting,AI Recommendations,Video Calls,Appearance > Interests > Personality,Yes
375,22,non-binary,Mumbai,Postgraduate,Student,Hinge,Unknown,Weekly,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,Yes
376,23,non-binary,Delhi,Undergraduate,Intern,OkCupid,Hinge,Weekly,1.5 hours,Casual Dating,2,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance,Yes
377,21,male,Bangalore,Graduate,Full-time Job,Unknown,Unknown,Daily,3 hours,Casual Dating,2,Unknown,Audio Calls,Video Calls,Appearance > Interests > Personality,Yes
378,21,female,Kolkata,Undergraduate,Full-time Job,OkCupid,Unknown,Weekly,30 minutes,Social Interaction,5,Unknown,Location-Based Matching,Video Calls,Values > Personality > Appearance,Yes
379,24,non-binary,Kolkata,Graduate,Part-time Job,Bumble,Tinder,Daily,1.5 hours,Social Interaction,2,Time-Wasting,Video Calls,Text,Personality > Interests > Values,Yes
380,24,non-binary,Pune,Postgraduate,Intern,Unknown,Bumble,Daily,1 hour,Finding a Partner,3,Safety Concerns,Video Calls,Voice Notes,Values > Personality > Appearance,Yes
381,18,female,Kolkata,Graduate,Full-time Job,Tinder,OkCupid,Daily,2 hours,Social Interaction,1,Safety Concerns,Detailed Profiles,Video Calls,Personality > Interests > Values,Yes
382,20,non-binary,Mumbai,Postgraduate,Student,Hinge,Tinder,Monthly,1 hour,Casual Fun,3,Unknown,Audio Calls,Video Calls,Personality > Interests > Values,Yes
383,23,non-binary,Bangalore,Postgraduate,Intern,OkCupid,Unknown,Weekly,30 minutes,Social Interaction,4,Lack of Genuine Matches,Audio Calls,Text,Appearance > Interests > Personality,Yes
384,22,male,Kolkata,Undergraduate,Student,OkCupid,Hinge,Monthly,1.5 hours,Finding a Partner,4,Safety Concerns,Audio Calls,Voice Notes,Personality > Interests > Values,Yes
385,19,female,Chennai,Postgraduate,Intern,Tinder,Hinge,Daily,30 minutes,Casual Fun,5,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,Yes
386,18,male,Hyderabad,Postgraduate,Student,Unknown,Unknown,Monthly,2 hours,Casual Fun,3,Time-Wasting,Location-Based Matching,Video Calls,Values > Personality > Appearance,Yes
387,25,non-binary,Kolkata,Postgraduate,Full-time Job,OkCupid,Tinder,Daily,1 hour,Casual Dating,5,Safety Concerns,Audio Calls,Voice Notes,Values > Personality > Appearance,Yes
388,18,female,Pune,Postgraduate,Intern,Unknown,OkCupid,Monthly,3 hours,Social Interaction,5,Lack of Genuine Matches,Video Calls,Voice Notes,Values > Personality > Appearance,Yes
389,23,non-binary,Mumbai,Postgraduate,Student,Tinder,OkCupid,Weekly,3 hours,Social Interaction,1,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality,Yes
390,22,male,Hyderabad,Undergraduate,Full-time Job,Bumble,Hinge,Weekly,1.5 hours,Finding a Partner,1,Unknown,AI Recommendations,Video Calls,Personality > Interests > Values,Yes
391,24,female,Kolkata,Undergraduate,Student,OkCupid,Unknown,Daily,1.5 hours,Casual Fun,3,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality,Yes
392,21,female,Bangalore,Postgraduate,Full-time Job,Unknown,Unknown,Monthly,1 hour,Casual Dating,3,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,Yes
393,24,male,Delhi,Undergraduate,Full-time Job,Bumble,Bumble,Daily,1.5 hours,Casual Fun,4,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality,Yes
394,24,male,Kolkata,Postgraduate,Student,OkCupid,Hinge,Monthly,1 hour,Finding a Partner,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality,Yes
395,20,non-binary,Mumbai,Undergraduate,Part-time Job,Bumble,Bumble,Monthly,3 hours,Social Interaction,2,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality,Yes
396,23,female,Delhi,Undergraduate,Intern,Hinge,Unknown,Daily,2 hours,Casual Fun,3,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,Yes
397,24,male,Mumbai,Graduate,Student,Unknown,OkCupid,Daily,2 hours,Finding a Partner,3,Unknown,AI Recommendations,Text,Appearance > Interests > Personality,Yes
398,25,female,Delhi,Graduate,Intern,Bumble,Unknown,Daily,1.5 hours,Casual Dating,4,Unknown,Location-Based Matching,Voice Notes,Values > Personality > Appearance,Yes
399,21,non-binary,Mumbai,Undergraduate,Freelancer,OkCupid,OkCupid,Weekly,2 hours,Casual Dating,3,Safety Concerns,Location-Based Matching,Video Calls,Personality > Interests > Values,Yes
400,24,non-binary,Chennai,Graduate,Student,Hinge,OkCupid,Monthly,1 hour,Casual Dating,1,Time-Wasting,Video Calls,Voice Notes,Values > Personality > Appearance,Yes
401,25,female,Delhi,Undergraduate,Full-time Job,Hinge,Unknown,Daily,1 hour,Casual Dating,2,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance,Yes
402,20,female,Kolkata,Graduate,Freelancer,Hinge,Hinge,Daily,3 hours,Casual Dating,3,Time-Wasting,Audio Calls,Text,Personality > Interests > Values,Yes
403,21,non-binary,Pune,Graduate,Intern,OkCupid,OkCupid,Weekly,2 hours,Casual Fun,2,Unknown,Audio Calls,Video Calls,Appearance > Interests > Personality,Yes
404,20,male,Mumbai,Graduate,Part-time Job,OkCupid,Hinge,Daily,1 hour,Casual Dating,1,Safety Concerns,Location-Based Matching,Text,Values > Personality > Appearance,Yes
405,22,non-binary,Kolkata,Undergraduate,Full-time Job,Hinge,Tinder,Monthly,3 hours,Casual Dating,1,Unknown,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,Yes
406,25,female,Mumbai,Graduate,Intern,OkCupid,Unknown,Weekly,1.5 hours,Social Interaction,2,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance,Yes
407,24,male,Bangalore,Postgraduate,Student,Hinge,OkCupid,Daily,3 hours,Casual Dating,2,Safety Concerns,Detailed Profiles,Voice Notes,Personality > Interests > Values,Yes
408,19,non-binary,Kolkata,Graduate,Freelancer,Hinge,Hinge,Daily,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,Yes
409,20,female,Pune,Undergraduate,Student,Unknown,Bumble,Monthly,1 hour,Finding a Partner,3,Unknown,Location-Based Matching,Video Calls,Appearance > Interests > Personality,Yes
410,19,female,Bangalore,Undergraduate,Freelancer,Unknown,Hinge,Monthly,1.5 hours,Casual Dating,2,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance,Yes
411,24,non-binary,Pune,Graduate,Intern,Hinge,Hinge,Weekly,30 minutes,Casual Dating,1,Unknown,Detailed Profiles,Video Calls,Appearance > Interests > Personality,Yes
412,18,female,Delhi,Undergraduate,Full-time Job,OkCupid,Tinder,Monthly,30 minutes,Social Interaction,1,Safety Concerns,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,Yes
413,21,non-binary,Kolkata,Undergraduate,Full-time Job,Unknown,OkCupid,Monthly,1 hour,Casual Fun,1,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,Yes
414,21,male,Chennai,Undergraduate,Freelancer,Unknown,Hinge,Daily,3 hours,Finding a Partner,2,Unknown,Audio Calls,Text,Values > Personality > Appearance,Yes
415,23,male,Chennai,Postgraduate,Student,Unknown,Tinder,Daily,2 hours,Finding a Partner,3,Lack of Genuine Matches,Detailed Profiles,Text,Personality > Interests > Values,Yes
416,25,female,Pune,Graduate,Part-time Job,Unknown,Tinder,Monthly,30 minutes,Casual Dating,2,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance,Yes
417,21,non-binary,Bangalore,Postgraduate,Intern,Hinge,OkCupid,Monthly,3 hours,Finding a Partner,4,Lack of Genuine Matches,Audio Calls,Text,Appearance > Interests > Personality,Yes
418,24,male,Hyderabad,Undergraduate,Part-time Job,Tinder,Unknown,Daily,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality,Yes
419,19,female,Chennai,Graduate,Student,Bumble,Hinge,Monthly,30 minutes,Finding a Partner,4,Lack of Genuine Matches,AI Recommendations,Text,Appearance > Interests > Personality,Yes
420,21,non-binary,Mumbai,Graduate,Student,Hinge,Tinder,Weekly,3 hours,Finding a Partner,1,Safety Concerns,Video Calls,Text,Appearance > Interests > Personality,Yes
421,21,male,Kolkata,Undergraduate,Freelancer,Unknown,Bumble,Monthly,30 minutes,Casual Fun,5,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance,Yes
422,24,male,Kolkata,Undergraduate,Full-time Job,Tinder,Unknown,Daily,30 minutes,Finding a Partner,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Values > Personality > Appearance,Yes
423,22,male,Bangalore,Graduate,Full-time Job,OkCupid,Hinge,Daily,1.5 hours,Finding a Partner,1,Safety Concerns,Audio Calls,Video Calls,Values > Personality > Appearance,Yes
424,21,non-binary,Mumbai,Postgraduate,Student,Unknown,Unknown,Weekly,30 minutes,Casual Fun,4,Unknown,Audio Calls,Video Calls,Values > Personality > Appearance,Yes
425,23,male,Mumbai,Undergraduate,Freelancer,Unknown,Unknown,Daily,1 hour,Casual Fun,3,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,Yes
426,25,male,Bangalore,Undergraduate,Student,Tinder,OkCupid,Daily,1.5 hours,Casual Dating,1,Lack of Genuine Matches,Audio Calls,Voice Notes,Values > Personality > Appearance,Yes
427,22,non-binary,Hyderabad,Undergraduate,Part-time Job,Unknown,Bumble,Weekly,2 hours,Social Interaction,5,Time-Wasting,Video Calls,Text,Personality > Interests > Values,Yes
428,25,female,Delhi,Postgraduate,Freelancer,Unknown,Hinge,Monthly,1 hour,Social Interaction,3,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,Yes
429,19,male,Bangalore,Postgraduate,Freelancer,Unknown,Bumble,Weekly,3 hours,Casual Fun,5,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,Yes
430,24,male,Chennai,Postgraduate,Student,Bumble,Tinder,Daily,1.5 hours,Casual Fun,4,Unknown,Video Calls,Text,Personality > Interests > Values,Yes
431,24,non-binary,Hyderabad,Graduate,Student,Tinder,Tinder,Weekly,2 hours,Casual Dating,2,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,Yes
432,21,male,Delhi,Postgraduate,Freelancer,Unknown,Unknown,Weekly,3 hours,Finding a Partner,1,Unknown,Detailed Profiles,Voice Notes,Values > Personality > Appearance,Yes
433,22,non-binary,Chennai,Undergraduate,Part-time Job,Hinge,OkCupid,Monthly,2 hours,Casual Fun,1,Unknown,Location-Based Matching,Text,Personality > Interests > Values,Yes
434,24,female,Delhi,Graduate,Full-time Job,Unknown,Hinge,Weekly,1.5 hours,Casual Dating,2,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance,Yes
435,20,male,Bangalore,Postgraduate,Student,Unknown,Hinge,Daily,2 hours,Casual Fun,5,Unknown,AI Recommendations,Video Calls,Personality > Interests > Values,Yes
436,19,non-binary,Kolkata,Postgraduate,Freelancer,OkCupid,Tinder,Monthly,1 hour,Casual Dating,4,Unknown,Detailed Profiles,Video Calls,Values > Personality > Appearance,Yes
437,18,non-binary,Mumbai,Undergraduate,Freelancer,Hinge,Tinder,Daily,3 hours,Casual Dating,5,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance,Yes
438,22,female,Pune,Postgraduate,Student,Bumble,OkCupid,Daily,1 hour,Social Interaction,3,Lack of Genuine Matches,Location-Based Matching,Text,Personality > Interests > Values,Yes
439,23,non-binary,Kolkata,Graduate,Student,OkCupid,Bumble,Weekly,30 minutes,Finding a Partner,4,Unknown,AI Recommendations,Voice Notes,Values > Personality > Appearance,Yes
440,19,female,Hyderabad,Graduate,Freelancer,Unknown,Tinder,Monthly,1.5 hours,Casual Dating,4,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,Yes
441,22,male,Bangalore,Postgraduate,Intern,OkCupid,OkCupid,Daily,2 hours,Casual Dating,4,Safety Concerns,Detailed Profiles,Text,Appearance > Interests > Personality,Yes
442,22,male,Delhi,Graduate,Part-time Job,Bumble,OkCupid,Daily,30 minutes,Casual Dating,1,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance,Yes
443,23,female,Chennai,Postgraduate,Part-time Job,Hinge,Bumble,Weekly,2 hours,Finding a Partner,3,Unknown,Video Calls,Video Calls,Appearance > Interests > Personality,Yes
444,19,non-binary,Kolkata,Postgraduate,Freelancer,Bumble,Unknown,Daily,1 hour,Casual Fun,5,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,Yes
445,24,non-binary,Bangalore,Postgraduate,Intern,Tinder,Bumble,Weekly,1.5 hours,Casual Fun,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality,Yes
446,21,non-binary,Kolkata,Postgraduate,Full-time Job,Unknown,Tinder,Weekly,3 hours,Casual Dating,4,Lack of Genuine Matches,AI Recommendations,Video Calls,Personality > Interests > Values,Yes
447,18,female,Chennai,Undergraduate,Full-time Job,Bumble,Tinder,Weekly,3 hours,Social Interaction,2,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,Yes
448,22,male,Delhi,Undergraduate,Full-time Job,OkCupid,Unknown,Monthly,30 minutes,Casual Fun,2,Safety Concerns,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,Yes
449,22,male,Hyderabad,Undergraduate,Intern,Bumble,Hinge,Weekly,2 hours,Casual Fun,1,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values > Personality > Appearance,Yes
450,19,non-binary,Hyderabad,Postgraduate,Part-time Job,Bumble,OkCupid,Daily,2 hours,Casual Fun,5,Unknown,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,Yes
451,25,female,Mumbai,Undergraduate,Student,OkCupid,Bumble,Weekly,1 hour,Finding a Partner,2,Unknown,Audio Calls,Text,Values > Personality > Appearance,Yes
452,24,male,Hyderabad,Postgraduate,Intern,Tinder,Unknown,Monthly,1.5 hours,Finding a Partner,1,Time-Wasting,AI Recommendations,Text,Personality > Interests > Values,Yes
